Site	Street Number	Prefix	Street Name	Suffix	Site City	Site State	Site Zip5	Initial Meter Set Date
894117282	16650	N	91	ST	SCOTTSDALE	ARIZONA	85260	1/4/2011 12:00:00 AM
894241381	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	11/1/2010 12:00:00 AM
894261380	3679	E	ZACHARY	DR	PHOENIX	ARIZONA	85050	4/15/2011 12:00:00 AM
894277280	18221	W	CARMEN	DR	SURPRISE	ARIZONA	85388	3/29/2011 12:00:00 AM
894312385	133	W	6	ST	TEMPE	ARIZONA	85281	8/25/2011 12:00:00 AM
894422386	25955	N	107	WAY	SCOTTSDALE	ARIZONA	85255	9/20/2011 12:00:00 AM
894438288	19320	W	OREGON	AVE	LITCHFIELD PARK	ARIZONA	85340	11/10/2010 12:00:00 AM
894509284	18584	W	LARKSPUR	DR	GOODYEAR	ARIZONA	85338	12/5/2011 12:00:00 AM
894522388	10643	N	FRANK LLOYD WRIGHT	BLVD	SCOTTSDALE	ARIZONA	85259	11/22/2011 12:00:00 AM
894549289	2307	S	HUGHES	DR	BUCKEYE	ARIZONA	85326	4/4/2011 12:00:00 AM
894569289	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
894669284	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
894738288	10078	E	SOUTH BEND	DR	SCOTTSDALE	ARIZONA	85255	11/24/2010 12:00:00 AM
894758280	13922	S	180	AVE	GOODYEAR	ARIZONA	85338	1/25/2012 12:00:00 AM
894779283	20025	N	20	ST	PHOENIX	ARIZONA	85024	2/15/2012 12:00:00 AM
894842383	1402	 	SPIKE HORN	 	PAYSON	ARIZONA	85541	11/14/2011 12:00:00 AM
894897281	7892	E	36	LN	YUMA	ARIZONA	85365	4/15/2011 12:00:00 AM
894899281	213	N	RACHEL DODGE	AVE	SAN LUIS	ARIZONA	85349	8/19/2011 12:00:00 AM
894921381	7511	W	PATRIOT	WAY	FLORENCE	ARIZONA	85132	9/29/2011 12:00:00 AM
894970385	6211	N	418	AVE	TONOPAH	ARIZONA	85354	6/27/2011 12:00:00 AM
894996286	5940	W	UNION HILLS	 	GLENDALE	ARIZONA	85308	12/17/2010 12:00:00 AM
895110381	303	W	VAN BUREN	ST	AVONDALE	ARIZONA	85323	3/31/2011 12:00:00 AM
895171389	841	N	2	AVE	PHOENIX	ARIZONA	85003	9/16/2011 12:00:00 AM
895177281	11201	N	EL MIRAGE	RD	EL MIRAGE	ARIZONA	85335	11/23/2011 12:00:00 AM
895240387	7832	 	TRENTON	WAY	FLORENCE	ARIZONA	85132	4/4/2012 12:00:00 AM
895241384	335	 	WILSON	RD	SEDONA	ARIZONA	86336	1/7/2011 12:00:00 AM
895476285	2626	N	164	AVE	GOODYEAR	ARIZONA	85395	12/21/2010 12:00:00 AM
895519285	25490	N	108	LN	PEORIA	ARIZONA	85383	1/30/2012 12:00:00 AM
895581384	1051	N	CENTRAL	 	SHOW LOW	ARIZONA	85901	4/19/2011 12:00:00 AM
895622389	1890	E	FLORENCE	BLVD	CASA GRANDE	ARIZONA	85122	9/21/2011 12:00:00 AM
895881389	5203	N	68	ST	PARADISE VALLEY	ARIZONA	85253	7/18/2011 12:00:00 AM
896162388	10	 	ORGAN PIPE	DR	LUKEVILLE	ARIZONA	85341	2/9/2012 12:00:00 AM
896228285	18119	N	CANAL	DR	SURPRISE	ARIZONA	85374	11/17/2011 12:00:00 AM
896251389	5331	N	INVERGORDON	RD	PARADISE VALLEY	ARIZONA	85253	3/9/2012 12:00:00 AM
896332389	1503	 	POMPEY	WAY	PRESCOTT	ARIZONA	86301	10/27/2011 12:00:00 AM
896619281	25474	N	108	LN	PEORIA	ARIZONA	85383	3/7/2012 12:00:00 AM
896619286	25456	N	108	LN	PEORIA	ARIZONA	85383	12/8/2010 12:00:00 AM
896624285	1588	E	MELROSE	DR	CASA GRANDE	ARIZONA	85122	4/26/2011 12:00:00 AM
896732386	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/28/2012 12:00:00 AM
896771387	7435	E	PRINCESS	DR	SCOTTSDALE	ARIZONA	85255	5/12/2011 12:00:00 AM
896889283	866	W	MONROE	ST	SOMERTON	ARIZONA	85350	12/3/2010 12:00:00 AM
896911381	1000	 	BOULDER	DR	CAREFREE	ARIZONA	85377	2/29/2012 12:00:00 AM
896956280	16413	W	ALVARADO	DR	GOODYEAR	ARIZONA	85395	2/18/2011 12:00:00 AM
897247284	16129	W	BERKELEY	RD	GOODYEAR	ARIZONA	85395	8/3/2011 12:00:00 AM
897271389	11524	N	80	DR	PEORIA	ARIZONA	85345	3/11/2011 12:00:00 AM
897312387	133	W	6	ST	TEMPE	ARIZONA	85281	8/25/2011 12:00:00 AM
897319284	25438	N	108	LN	PEORIA	ARIZONA	85383	10/6/2011 12:00:00 AM
897351386	17690	N	PARKVIEW	PL	SURPRISE	ARIZONA	85374	12/8/2010 12:00:00 AM
897352389	26912	W	LOWER BUCKEYE	RD	BUCKEYE	ARIZONA	85326	1/17/2012 12:00:00 AM
897409284	26285	N	89	ST	SCOTTSDALE	ARIZONA	85255	2/21/2011 12:00:00 AM
897462383	6105	N	POPIES	WAY	RIMROCK	ARIZONA	86335	2/1/2012 12:00:00 AM
897562383	723	 	COLLINS	RD	BISBEE	ARIZONA	85603	4/2/2012 12:00:00 AM
897657288	12576	N	153	AVE	SURPRISE	ARIZONA	85379	1/25/2011 12:00:00 AM
897728285	19613	W	MORNING GLORY	ST	BUCKEYE	ARIZONA	85326	2/3/2011 12:00:00 AM
897809283	18319	W	OCOTILLO	AVE	GOODYEAR	ARIZONA	85338	8/22/2011 12:00:00 AM
897832385	34209	W	BUCKEYE	RD	TONOPAH	ARIZONA	85354	12/9/2011 12:00:00 AM
897832386	1145	E	COUNTY 14	ST	YUMA	ARIZONA	85365	11/22/2011 12:00:00 AM
898017288	11853	W	DONALD	CT	SUN CITY	ARIZONA	85373	9/1/2011 12:00:00 AM
898090385	25807	N	PIMA	RD	SCOTTSDALE	ARIZONA	85255	12/30/2011 12:00:00 AM
