Site	Street Number	Prefix	Street Name	Suffix	Site City	Site State	Site Zip5	Initial Meter Set Date
292022386	1451	 	CHERRY	LN	CAMP VERDE	ARIZONA	86322	3/3/2012 12:00:00 AM
292338289	3712	E	MATTHEW	DR	PHOENIX	ARIZONA	85050	11/21/2011 12:00:00 AM
292372384	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
293162389	5777	E	MAYO	 	PHOENIX	ARIZONA	85054	3/29/2012 12:00:00 AM
293242389	1509	S	SAN FRANCISCO	ST	FLAGSTAFF	ARIZONA	86001	2/21/2012 12:00:00 AM
293281380	21711	N	7	ST	PHOENIX	ARIZONA	85024	5/18/2011 12:00:00 AM
293328282	853	N	HIGHWAY 89	 	CHINO VALLEY	ARIZONA	86323	6/23/2011 12:00:00 AM
293581387	7001	N	SCOTTSDALE	RD	PARADISE VALLEY	ARIZONA	85253	10/11/2011 12:00:00 AM
293587285	16216	W	MOHAVE	ST	GOODYEAR	ARIZONA	85338	11/4/2011 12:00:00 AM
293661386	672	N	CESAR CHAVEZ	ST	SAN LUIS	ARIZONA	85349	1/26/2011 12:00:00 AM
293751380	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	3/30/2011 12:00:00 AM
293781382	1650	W	MARICOPA	ST	PHOENIX	ARIZONA	85007	8/30/2011 12:00:00 AM
293872387	3226	E	BELL	RD	PHOENIX	ARIZONA	85032	4/12/2012 12:00:00 AM
293891387	748	E	BELL	RD	PHOENIX	ARIZONA	85022	6/16/2011 12:00:00 AM
293927283	11670	E	36	ST	YUMA	ARIZONA	85367	3/27/2012 12:00:00 AM
293938288	4971	 	AZUL	CIR	LITCHFIELD PARK	ARIZONA	85340	12/17/2010 12:00:00 AM
293961388	507	 	GC PAIUTE	RD	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
294130382	16822	W	ALMERIA	RD	GOODYEAR	ARIZONA	85395	12/9/2010 12:00:00 AM
294177288	3560	E	DESERT STAR	ST	YUMA	ARIZONA	85365	9/20/2011 12:00:00 AM
294312385	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
294370381	5811	E	WHITE PINE	DR	CAVE CREEK	ARIZONA	85331	10/14/2011 12:00:00 AM
294370386	5807	E	WHITE PINE	DR	CAVE CREEK	ARIZONA	85331	2/15/2012 12:00:00 AM
294628282	22619	N	CANDLELIGHT	CT	SUN CITY WEST	ARIZONA	85375	1/11/2012 12:00:00 AM
294851387	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/6/2011 12:00:00 AM
294908286	18465	W	DESERT	LN	SURPRISE	ARIZONA	85388	3/30/2012 12:00:00 AM
294922387	114	E	UNION	ST	PRESCOTT	ARIZONA	86303	9/14/2011 12:00:00 AM
294941385	18305	 	DORIC	WAY	PRESCOTT	ARIZONA	86305	4/5/2011 12:00:00 AM
294952389	39872	 	COLORADO	 	SALOME	ARIZONA	85348	2/16/2012 12:00:00 AM
295151382	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/12/2011 12:00:00 AM
295322384	2700	 	MELVILLE	RD	PRESCOTT	ARIZONA	86305	10/20/2011 12:00:00 AM
295362388	5000	N	MALL	WAY	FLAGSTAFF	ARIZONA	86004	2/15/2012 12:00:00 AM
295411384	1900	W	30	ST	YUMA	ARIZONA	85364	11/18/2010 12:00:00 AM
295532380	 	 	MP 946.24	 	PICACHO	ARIZONA	85141	12/15/2011 12:00:00 AM
295612382	606	W	COTTONWOOD	LN	CASA GRANDE	ARIZONA	85122	8/25/2011 12:00:00 AM
295651384	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
295660385	1091	W	MAIN	AVE	CASA GRANDE	ARIZONA	85122	5/12/2011 12:00:00 AM
295781387	1051	N	CENTRAL	 	SHOW LOW	ARIZONA	85901	4/19/2011 12:00:00 AM
295809281	17752	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	8/25/2011 12:00:00 AM
295811387	20317	N	HAYDEN	RD	SCOTTSDALE	ARIZONA	85255	2/17/2012 12:00:00 AM
295951388	15605	N	DEL WEBB	BLVD	SUN CITY	ARIZONA	85351	12/30/2010 12:00:00 AM
296311388	4547	W	15	PL	YUMA	ARIZONA	85364	11/2/2011 12:00:00 AM
296387286	9298	E	HOVERLAND	RD	SCOTTSDALE	ARIZONA	85255	9/28/2011 12:00:00 AM
296440387	19128	W	WOODLANDS	AVE	BUCKEYE	ARIZONA	85326	3/28/2012 12:00:00 AM
296532386	432	 	CABARET	ST	PRESCOTT	ARIZONA	86301	12/2/2011 12:00:00 AM
296681380	35725	 	SKYLARK	 	WENDEN	ARIZONA	85357	5/12/2011 12:00:00 AM
296781385	45625	S	OLD US HWY 80	 	GILA BEND	ARIZONA	85337	6/6/2011 12:00:00 AM
296922382	2701	E	SCENIC	 	PAYSON	ARIZONA	85541	8/9/2011 12:00:00 AM
296981381	1051	N	CENTRAL	AVE	SHOW LOW	ARIZONA	85901	4/15/2011 12:00:00 AM
297081380	12927	 	DALE	LN	PEORIA	ARIZONA	85383	10/7/2011 12:00:00 AM
297251385	3400	S	KOFA	DR	FLAGSTAFF	ARIZONA	86001	11/23/2010 12:00:00 AM
297271380	245	E	BELL	RD	PHOENIX	ARIZONA	85022	2/24/2011 12:00:00 AM
297301389	123	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
297322388	10051	N	METRO PARKWAY	E	PHOENIX	ARIZONA	85051	9/1/2011 12:00:00 AM
297408284	2398	N	161	AVE	GOODYEAR	ARIZONA	85395	3/6/2012 12:00:00 AM
297440386	215	N	191	DR	BUCKEYE	ARIZONA	85326	6/29/2011 12:00:00 AM
297832388	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/8/2012 12:00:00 AM
297852382	615	E	WEBER	DR	TEMPE	ARIZONA	85281	4/5/2012 12:00:00 AM
297876287	17070	N	184	LN	SURPRISE	ARIZONA	85374	5/12/2011 12:00:00 AM
298287281	9146	W	QUAIL TRACK	DR	PEORIA	ARIZONA	85383	2/16/2012 12:00:00 AM
298381382	26277	W	BEARDSLEY	PKWY	BUCKEYE	ARIZONA	85396	6/15/2011 12:00:00 AM
298697280	21320	N	56	ST	PHOENIX	ARIZONA	85054	3/19/2012 12:00:00 AM
298751384	1542	N	4	AVE	SAN LUIS	ARIZONA	85349	2/23/2011 12:00:00 AM
298868287	1975	W	HAPPY VALLEY	RD	PHOENIX	ARIZONA	85085	2/10/2012 12:00:00 AM
299411387	1900	W	30	ST	YUMA	ARIZONA	85364	10/29/2010 12:00:00 AM
299447280	16251	W	CORONADO	RD	GOODYEAR	ARIZONA	85395	3/24/2011 12:00:00 AM
299761387	3226	N	163	DR	GOODYEAR	ARIZONA	85395	9/8/2011 12:00:00 AM
299767281	17702	W	GEORGIA	DR	SURPRISE	ARIZONA	85388	9/8/2011 12:00:00 AM
299769281	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/3/2010 12:00:00 AM
299801384	35377	N	84	ST	SCOTTSDALE	ARIZONA	85266	1/27/2012 12:00:00 AM
299830386	16814	W	ALMERIA	RD	GOODYEAR	ARIZONA	85395	11/10/2010 12:00:00 AM
299899285	12797	E	49	DR	YUMA	ARIZONA	85367	1/3/2012 12:00:00 AM
299922383	2700	 	MELVILLE	RD	PRESCOTT	ARIZONA	86305	11/2/2011 12:00:00 AM
300102380	675	S	WATSON	RD	BUCKEYE	ARIZONA	85326	6/6/2011 12:00:00 AM
300438282	14854	S	ESCONDIDO	DR	LITCHFIELD PARK	ARIZONA	85340	11/15/2010 12:00:00 AM
300537285	18191	W	POST	DR	SURPRISE	ARIZONA	85388	8/3/2011 12:00:00 AM
300551388	39652	 	MCVAY	 	SALOME	ARIZONA	85348	12/22/2010 12:00:00 AM
300661380	11624	N	81	AVE	PEORIA	ARIZONA	85345	2/2/2011 12:00:00 AM
300815286	3405	W	PICKET LINE	 	FLAGSTAFF	ARIZONA	86001	5/10/2011 12:00:00 AM
300999285	12795	E	49	ST	YUMA	ARIZONA	85367	5/17/2011 12:00:00 AM
301051389	9966	W	WIZARD	LN	PEORIA	ARIZONA	85383	6/24/2011 12:00:00 AM
301232381	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
301332380	415	 	RP	DR	GRAND CANYON	ARIZONA	86023	10/3/2011 12:00:00 AM
301511383	7709	S	BOY SCOUT	RD	WILLIAMS	ARIZONA	86046	4/18/2011 12:00:00 AM
301547283	20750	N	87	ST	SCOTTSDALE	ARIZONA	85255	12/17/2010 12:00:00 AM
301724280	1586	E	MANOR	DR	CASA GRANDE	ARIZONA	85122	10/26/2010 12:00:00 AM
301872387	10	S	ENTRANCE	RD	GRAND CANYON	ARIZONA	86023	4/13/2012 12:00:00 AM
301897285	26915	N	55	DR	PHOENIX	ARIZONA	85083	8/9/2011 12:00:00 AM
301942389	300	N	VILLAGE	WAY	DEWEY	ARIZONA	86327	3/13/2012 12:00:00 AM
302037288	9424	N	IRISH	CT	WADDELL	ARIZONA	85355	2/17/2012 12:00:00 AM
302048284	43324	N	49	LN	NEW RIVER	ARIZONA	85087	2/8/2011 12:00:00 AM
302109287	21286	N	96	AVE	PEORIA	ARIZONA	85382	6/3/2011 12:00:00 AM
302122388	1445	 	CHERRY	LN	CAMP VERDE	ARIZONA	86322	3/3/2012 12:00:00 AM
302208282	20189	N	268	AVE	BUCKEYE	ARIZONA	85396	12/21/2011 12:00:00 AM
302253289	6560	 	STATE ROUTE 179	 	SEDONA	ARIZONA	86351	3/28/2012 12:00:00 AM
302390384	11525	S	RENEE	AVE	YUMA	ARIZONA	85367	3/23/2011 12:00:00 AM
302391388	13630	W	COUNTRYSIDE	DR	SUN CITY WEST	ARIZONA	85375	5/11/2011 12:00:00 AM
302412381	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
302462380	40335	 	IDAHO	WAY	SALOME	ARIZONA	85348	2/22/2012 12:00:00 AM
302881387	606	W	MCMURRAY	BLVD	CASA GRANDE	ARIZONA	85122	4/19/2011 12:00:00 AM
302921385	7520	W	PATRIOT	WAY	FLORENCE	ARIZONA	85132	7/21/2011 12:00:00 AM
303002382	3771	E	LAS CRUCES	LN	YUMA	ARIZONA	85365	7/26/2011 12:00:00 AM
303081381	23510	 	LOWER BUCKEYE	 	BUCKEYE	ARIZONA	85326	4/15/2011 12:00:00 AM
303152382	14415	W	VAN BUREN	ST	GOODYEAR	ARIZONA	85338	1/17/2012 12:00:00 AM
303181385	12933	W	DALE	LN	PEORIA	ARIZONA	85383	9/22/2011 12:00:00 AM
303212381	28407	N	52	WAY	CAVE CREEK	ARIZONA	85331	7/21/2011 12:00:00 AM
303262389	615	E	WEBER	DR	TEMPE	ARIZONA	85281	4/5/2012 12:00:00 AM
303481385	3845	N	VIEWPOINT	DR	PRESCOTT VALLEY	ARIZONA	86314	10/19/2011 12:00:00 AM
303532389	65	E	BUCKSKIN	LN	PAYSON	ARIZONA	85541	10/21/2011 12:00:00 AM
303545281	20059	N	101	WAY	SCOTTSDALE	ARIZONA	85255	11/2/2010 12:00:00 AM
303628283	2674	W	SAIDE	LN	BUCKEYE	ARIZONA	85396	2/10/2011 12:00:00 AM
303676284	17118	N	184	LN	SURPRISE	ARIZONA	85374	7/27/2011 12:00:00 AM
303860382	5922	E	OCUPADO	DR	CAVE CREEK	ARIZONA	85331	9/21/2011 12:00:00 AM
303952384	407	 	KYKOTSMOVI    HOPI DAY 3M	 	KYKOTSMOVI	ARIZONA	86039	2/24/2012 12:00:00 AM
303962387	1383	E	WASHINGTON	LN	SAN LUIS	ARIZONA	85349	3/16/2012 12:00:00 AM
304081386	328	 	DREAMWEAVER	DR	PRESCOTT	ARIZONA	86301	4/12/2011 12:00:00 AM
304109286	21280	N	96	AVE	PEORIA	ARIZONA	85382	8/19/2011 12:00:00 AM
304238284	5215	N	193	AVE	LITCHFIELD PARK	ARIZONA	85340	4/2/2012 12:00:00 AM
304251388	1542	N	4	AVE	SAN LUIS	ARIZONA	85349	12/3/2010 12:00:00 AM
304301385	912	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	1/25/2011 12:00:00 AM
304357288	15221	W	BLOOMFIELD	RD	SURPRISE	ARIZONA	85379	11/9/2010 12:00:00 AM
304368285	5643	E	ARTEMIS	DR	FLORENCE	ARIZONA	85132	11/18/2010 12:00:00 AM
304440389	16763	W	HOLLY	ST	GOODYEAR	ARIZONA	85395	1/10/2012 12:00:00 AM
304451386	663	E	MAIN	ST	SOMERTON	ARIZONA	85350	3/8/2012 12:00:00 AM
304690382	912	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	1/25/2011 12:00:00 AM
304741388	5000	 	COPPER HILLS RD	 	GLOBE	ARIZONA	85501	11/10/2010 12:00:00 AM
304961386	5625	 	HALCYONE	CIR	PRESCOTT	ARIZONA	86305	3/25/2011 12:00:00 AM
305047282	16243	W	CORONADO	RD	GOODYEAR	ARIZONA	85395	5/10/2011 12:00:00 AM
305132388	2820	S	18	PL	PHOENIX	ARIZONA	85034	9/27/2011 12:00:00 AM
305391386	1652	W	MARICOPA	ST	PHOENIX	ARIZONA	85007	8/30/2011 12:00:00 AM
305438286	19337	W	OREGON	AVE	LITCHFIELD PARK	ARIZONA	85340	9/6/2011 12:00:00 AM
305497287	190	E	BAHAMAS	DR	CASA GRANDE	ARIZONA	85122	8/15/2011 12:00:00 AM
305581389	25103	N	47	DR	PHOENIX	ARIZONA	85083	4/28/2011 12:00:00 AM
305618287	12490	E	DEL RICO	 	YUMA	ARIZONA	85367	3/31/2011 12:00:00 AM
305661387	2156	W	AF KEW GRAND	BLVD	SELIGMAN	ARIZONA	86337	1/6/2011 12:00:00 AM
305681385	67500	E	PALOMAS	RD	DATELAND	ARIZONA	85333	6/9/2011 12:00:00 AM
305770383	5803	E	WHITE PINE	DR	CAVE CREEK	ARIZONA	85331	10/26/2011 12:00:00 AM
305819280	7918	W	PLEASANT OAK	CT	FLORENCE	ARIZONA	85132	8/18/2011 12:00:00 AM
305851385	16575	W	COMMERCE	DR	GOODYEAR	ARIZONA	85338	4/11/2011 12:00:00 AM
305869286	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
305901382	12945	S	SAN SIMON	RD	ARIZONA CITY	ARIZONA	85123	6/23/2011 12:00:00 AM
305951384	940	 	VERDE VALLEY SCHOOL	RD	SEDONA	ARIZONA	86351	2/10/2011 12:00:00 AM
306032386	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
306131384	10369	E	WINDGATE PASS	DR	SCOTTSDALE	ARIZONA	85255	12/14/2011 12:00:00 AM
306151387	7708	W	BELL	RD	GLENDALE	ARIZONA	85308	11/9/2010 12:00:00 AM
306189282	2332	N	GARCIA	BLVD	SAN LUIS	ARIZONA	85349	8/8/2011 12:00:00 AM
306272387	11491	S	GUADALUPE	DR	YUMA	ARIZONA	85367	3/28/2012 12:00:00 AM
306519285	10778	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	3/13/2012 12:00:00 AM
306566284	17784	W	IVY	LN	SURPRISE	ARIZONA	85388	12/13/2011 12:00:00 AM
306928289	16411	W	CIELO GRANDE	AVE	SURPRISE	ARIZONA	85387	7/27/2011 12:00:00 AM
307181387	12939	 	DALE	LN	PEORIA	ARIZONA	85383	2/29/2012 12:00:00 AM
307207283	15613	W	MINNEZONA	AVE	GOODYEAR	ARIZONA	85395	11/1/2011 12:00:00 AM
307281380	1836	 	ENCHANTED CANYON	WAY	PRESCOTT	ARIZONA	86305	6/9/2011 12:00:00 AM
307301388	914	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	2/23/2011 12:00:00 AM
307377284	1319	E	JARDIN	DR	CASA GRANDE	ARIZONA	85122	12/9/2010 12:00:00 AM
307442387	19112	 	COPPER STAR	RD	MAYER	ARIZONA	86333	11/28/2011 12:00:00 AM
307451389	1050	S	16	DR	PHOENIX	ARIZONA	85007	12/2/2010 12:00:00 AM
307558288	17962	W	MONTECITO	AVE	GOODYEAR	ARIZONA	85395	2/21/2012 12:00:00 AM
307619281	10780	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	4/13/2012 12:00:00 AM
307624285	1588	E	MANOR	DR	CASA GRANDE	ARIZONA	85122	10/26/2010 12:00:00 AM
307651383	33425	 	COWBOY CLINT	WAY	SELIGMAN	ARIZONA	86337	11/15/2010 12:00:00 AM
307718282	2604	W	SAIDE	LN	BUCKEYE	ARIZONA	85396	3/28/2012 12:00:00 AM
307791385	1615	N	3	AVE	PHOENIX	ARIZONA	85003	7/29/2011 12:00:00 AM
307817282	18650	N	THOMPSON PEAK	PKWY	SCOTTSDALE	ARIZONA	85255	7/13/2011 12:00:00 AM
308032382	1604	W	TONTO	ST	PHOENIX	ARIZONA	85007	10/20/2011 12:00:00 AM
308057284	9649	N	182	LN	WADDELL	ARIZONA	85355	2/27/2012 12:00:00 AM
308179283	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
308271386	127	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
308330381	1706	W	DESPERADO	WAY	PHOENIX	ARIZONA	85083	3/20/2012 12:00:00 AM
308451382	250	E	OWENS	 	SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
308462383	2550	W	LOUISE	DR	PHOENIX	ARIZONA	85027	2/22/2012 12:00:00 AM
308508283	8347	N	179	DR	WADDELL	ARIZONA	85355	7/11/2011 12:00:00 AM
308510386	5420	W	YEARLING	RD	PHOENIX	ARIZONA	85083	2/16/2012 12:00:00 AM
308561381	21038	W	QUAILS NEST	LN	WITTMANN	ARIZONA	85361	1/13/2011 12:00:00 AM
308561389	7404	E	THOMAS	RD	SCOTTSDALE	ARIZONA	85251	1/25/2011 12:00:00 AM
308602387	1134	W	MCDOWELL	RD	PHOENIX	ARIZONA	85007	6/29/2011 12:00:00 AM
308728285	19654	W	MORNING GLORY	ST	BUCKEYE	ARIZONA	85326	10/21/2011 12:00:00 AM
308751380	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
308760381	26251	W	VIA DEL SOL	DR	BUCKEYE	ARIZONA	85396	1/23/2012 12:00:00 AM
308822389	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
308851380	2510	N	CHIPPEWA	RD	CHINO VALLEY	ARIZONA	86323	3/18/2011 12:00:00 AM
308910383	5424	W	YEARLING	RD	PHOENIX	ARIZONA	85083	3/28/2012 12:00:00 AM
309022387	 	 	MP 924.62	 	CASA GRANDE	ARIZONA	85194	9/13/2011 12:00:00 AM
309047285	20750	N	87	ST	SCOTTSDALE	ARIZONA	85255	2/24/2011 12:00:00 AM
309061387	551	S	ORLANDO	ST	FLORENCE	ARIZONA	85132	12/20/2010 12:00:00 AM
309161387	250	E	OWENS	 	SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
309281384	3845	N	VIEWPOINT	DR	PRESCOTT VALLEY	ARIZONA	86314	10/19/2011 12:00:00 AM
309372389	289	E	SIMMONS	RD	TONTO BASIN	ARIZONA	85553	3/12/2012 12:00:00 AM
309656282	16465	W	HOLLY	ST	GOODYEAR	ARIZONA	85395	12/2/2010 12:00:00 AM
309741388	10446	N	84	AVE	PEORIA	ARIZONA	85345	12/17/2010 12:00:00 AM
309769287	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
309817287	14428	W	ALMERIA	RD	GOODYEAR	ARIZONA	85395	6/23/2011 12:00:00 AM
310002382	777	 	TC MAGNOLIA	LN	TUBA CITY	ARIZONA	86045	7/8/2011 12:00:00 AM
310040389	7991	 	DISCOVERY	WAY	FLORENCE	ARIZONA	85132	1/11/2011 12:00:00 AM
310138287	3746	E	ZACHARY	DR	PHOENIX	ARIZONA	85050	3/11/2011 12:00:00 AM
310232385	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	11/2/2011 12:00:00 AM
310247281	10780	S	MADERO	ST	YUMA	ARIZONA	85367	10/7/2011 12:00:00 AM
310330389	18	 	SAGUARO	RD	QUARTZSITE	ARIZONA	85346	4/7/2011 12:00:00 AM
310538285	3719	E	MATTHEW	DR	PHOENIX	ARIZONA	85050	6/23/2011 12:00:00 AM
310611388	1900	W	30	ST	YUMA	ARIZONA	85364	11/17/2010 12:00:00 AM
310669281	3298	 	BOB	DR	PRESCOTT VALLEY	ARIZONA	86314	11/29/2011 12:00:00 AM
310722389	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/12/2011 12:00:00 AM
310777289	27248	N	93	AVE	PEORIA	ARIZONA	85383	11/24/2010 12:00:00 AM
310869281	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/8/2010 12:00:00 AM
310877282	9274	E	HOVERLAND	RD	SCOTTSDALE	ARIZONA	85255	9/30/2011 12:00:00 AM
310909282	10786	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	2/23/2012 12:00:00 AM
310956283	2677	S	VIEW	PKWY	YUMA	ARIZONA	85365	4/6/2012 12:00:00 AM
310991383	4629	E	RANCHO PALOMA	DR	CAVE CREEK	ARIZONA	85331	5/27/2011 12:00:00 AM
311208289	13055	E	COCHISE	RD	SCOTTSDALE	ARIZONA	85259	12/20/2011 12:00:00 AM
311312386	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
311322381	6560	W	GEORGETOWN	WAY	FLORENCE	ARIZONA	85132	10/20/2011 12:00:00 AM
311399281	1498	E	SAN PEDRO	WAY	TOMBSTONE	ARIZONA	85638	8/1/2011 12:00:00 AM
311658287	17950	W	MONTECITO	AVE	GOODYEAR	ARIZONA	85395	4/5/2012 12:00:00 AM
311809287	17758	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	5/18/2011 12:00:00 AM
311841385	28181	N	56	ST	SCOTTSDALE	ARIZONA	85266	11/2/2010 12:00:00 AM
311988287	3842	S	SAGE	AVE	YUMA	ARIZONA	85365	9/15/2011 12:00:00 AM
312051382	7402	N	SCOTTSDALE	RD	PARADISE VALLEY	ARIZONA	85253	3/2/2012 12:00:00 AM
312237286	12214	W	PLANADA	LN	SUN CITY	ARIZONA	85373	1/18/2012 12:00:00 AM
312291382	2980	 	PAPER MILL	RD	TAYLOR	ARIZONA	85939	8/9/2011 12:00:00 AM
312358289	4347	N	179	DR	GOODYEAR	ARIZONA	85395	1/30/2012 12:00:00 AM
312410384	5428	W	YEARLING	RD	PHOENIX	ARIZONA	85083	2/10/2012 12:00:00 AM
312412381	133	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
312591386	16991	N	29	ST	PHOENIX	ARIZONA	85032	6/16/2011 12:00:00 AM
312602383	4699	N	ROBERT	RD	PRESCOTT VALLEY	ARIZONA	86314	8/15/2011 12:00:00 AM
312911383	1900	W	30	ST	YUMA	ARIZONA	85364	11/9/2010 12:00:00 AM
313112387	2675	N	PRINCETON	DR	FLORENCE	ARIZONA	85132	10/7/2011 12:00:00 AM
313181385	12949	 	DALE	LN	PEORIA	ARIZONA	85383	7/28/2011 12:00:00 AM
313212384	28435	N	42	ST	CAVE CREEK	ARIZONA	85331	8/4/2011 12:00:00 AM
313287285	14988	W	GEORGIA	DR	SURPRISE	ARIZONA	85379	2/25/2011 12:00:00 AM
313970385	9181	N	104	ST	SCOTTSDALE	ARIZONA	85258	10/25/2011 12:00:00 AM
313997288	26914	N	54	LN	PHOENIX	ARIZONA	85083	4/7/2011 12:00:00 AM
314037282	16583	W	MESQUITE	ST	GOODYEAR	ARIZONA	85338	4/7/2011 12:00:00 AM
314181384	821	N	4	AVE	PHOENIX	ARIZONA	85003	4/6/2011 12:00:00 AM
314319289	10820	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	11/3/2011 12:00:00 AM
314322381	330	 	SCENIC	DR	CLARKDALE	ARIZONA	86324	11/14/2011 12:00:00 AM
314342383	2516	E	GOLDEN ASTER	CIR	PAYSON	ARIZONA	85541	10/20/2011 12:00:00 AM
314438282	43912	N	50	LN	NEW RIVER	ARIZONA	85087	12/2/2011 12:00:00 AM
314461387	525	S	WATSON	RD	BUCKEYE	ARIZONA	85326	4/7/2011 12:00:00 AM
314511382	1475	 	BOURDON RANCH	 	SHOW LOW	ARIZONA	85901	10/13/2011 12:00:00 AM
314570385	5914	E	OCUPADO	DR	CAVE CREEK	ARIZONA	85331	12/10/2010 12:00:00 AM
314690382	914	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	2/23/2011 12:00:00 AM
314808289	2650	E	MOHAWK	LN	PHOENIX	ARIZONA	85050	2/29/2012 12:00:00 AM
315048281	14834	 	LUNA	CT	LITCHFIELD PARK	ARIZONA	85340	3/25/2011 12:00:00 AM
315132387	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
315297282	21320	N	56	ST	PHOENIX	ARIZONA	85054	11/12/2010 12:00:00 AM
315608283	18133	W	LAS PALMARITAS	DR	WADDELL	ARIZONA	85355	9/28/2011 12:00:00 AM
315697285	21320	N	56	ST	PHOENIX	ARIZONA	85054	3/19/2012 12:00:00 AM
315801382	1900	W	30	ST	YUMA	ARIZONA	85364	11/16/2010 12:00:00 AM
315823282	7300	E	ADOBE	DR	SCOTTSDALE	ARIZONA	85255	12/27/2010 12:00:00 AM
315928281	19662	W	MORNING GLORY	ST	BUCKEYE	ARIZONA	85326	4/4/2012 12:00:00 AM
316032380	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
316168283	17966	W	AGAVE	RD	GOODYEAR	ARIZONA	85338	4/2/2012 12:00:00 AM
316549284	12959	W	EAGLE RIDGE	LN	PEORIA	ARIZONA	85383	8/23/2011 12:00:00 AM
317241389	4125	N	15	AVE	PHOENIX	ARIZONA	85015	10/26/2010 12:00:00 AM
317251389	5996	E	VIA DEL CIELO	 	PARADISE VALLEY	ARIZONA	85253	3/16/2012 12:00:00 AM
317511385	6802	N	51	AVE	GLENDALE	ARIZONA	85301	1/12/2011 12:00:00 AM
317562388	615	E	WEBER	DR	TEMPE	ARIZONA	85281	4/5/2012 12:00:00 AM
317619286	10822	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	12/9/2011 12:00:00 AM
317751383	7755	E	POLAND	RD	PRESCOTT	ARIZONA	86303	4/26/2011 12:00:00 AM
317871382	1052	E	13	ST	DOUGLAS	ARIZONA	85607	4/21/2011 12:00:00 AM
317902380	2128	E	FLORENCE	BLVD	CASA GRANDE	ARIZONA	85122	9/23/2011 12:00:00 AM
317929283	1465	N	EAGLE VIEW	DR	COTTONWOOD	ARIZONA	86326	4/3/2012 12:00:00 AM
317961383	34399	N	CAVE CREEK	RD	CAVE CREEK	ARIZONA	85331	1/24/2011 12:00:00 AM
318161380	207	 	GC PIAUTE	CIR	GRAND CANYON	ARIZONA	86023	6/2/2011 12:00:00 AM
318172389	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
318249284	23701	N	MIRAGE	AVE	FLORENCE	ARIZONA	85132	5/12/2011 12:00:00 AM
318251389	22	E	BIRCH	 	FLAGSTAFF	ARIZONA	86001	11/30/2010 12:00:00 AM
318319284	10824	W	EL CORTEZ	PL	PEORIA	ARIZONA	85383	11/15/2011 12:00:00 AM
318340380	201	N	191	DR	BUCKEYE	ARIZONA	85326	11/29/2011 12:00:00 AM
