Brand Name,Model Number,Annual Energy Use (kWh/yr)
Absocold,ARD104AB14R/L,242
Absocold,ARD1033F*14R/L,297
Absocold,ARD204AB14R/L,249
Absocold,ARD204ABS14R/L,249
Absocold,ARD244A*10R/L,223
Absocold,ARD298C*14R/L,319
Absocold,ARD369A*14R/L,262
Absocold,ARD484F*10R/L,346
Amana,AMA31**E,320
Amana,AMA31S5E,320
Amana,AMA43BKE,228
Amana,AMA43R**E,268
Amana,ART318FFD*,411
Amana,ART348FFF***,370
Amana,ART348FFF***,455
Arctic King,ABDA049ADBD,270
Arctic King,ABDA049ADBS,270
Arctic King,ABDA049AS,270
Arctic King,AFRM016AEB,207
Arctic King,AFRM016BEB,207
Arctic King,AFRM024AES,213
Arctic King,AFRM026AEB,215
Arctic King,AFRM026AES,215
Arctic King,AFRM026AEW,215
Arctic King,AFRM033AEB,220
Arctic King,AFRM033AES,183
Arctic King,AFRM033BEB,220
Arctic King,AFRM044AEB,228
Arctic King,AFRM044AES,228
Arctic King,AFRM044AEW,228
Arctic King,AFRM045AES,226
Arctic King,ATMA100AEB,296
Arctic King,ATMA100AES,296
Arctic King,ATMA100AEW,296
Arctic King,ATMA115AEB,311
Arctic King,ATMA115AES,311
Arctic King,ATMA115AEW,311
Arctic King,ATMP031AEB,270
Arctic King,ATMP031AES,270
Arctic King,ATMP031AET,270
Arctic King,ATMP031AEW,270
Arctic King,ATMP032AEB,270
Arctic King,ATMP032AES,270
Arctic King,FKAFRM024AEU,213
Arctic King,FKATMP031AEB,270
Arctic King,FKATMP031AEW,270
Avalon,A1-1.6CFSDBLK,207
Avalon,A1-1.6CFSDSS,207
Avalon,A1-3.1CFDDBLK,270
Avalon,A1-3.1CFDDSS,270
Avanti,AR17T1B,238
Avanti,AR2406W,230
Avanti,AR24T3S,238
Avanti,AR321BB,259
Avanti,AR4446B,269
Avanti,AR4456SS,269
Avanti,AR52T3SB,258
Avanti,FF116B0W,310
Avanti,FF116B1B,310
Avanti,FF116B3S,310
Avanti,FF116D0W,311
Avanti,FF145H*,325
Avanti,FF21D0W,396
Avanti,FF45006W,359
Avanti,FF7B0W,393
Avanti,FF7B1B,393
Avanti,FF7B3S,393
Avanti,FF99D0W,296
Avanti,FF99D3S,296
Avanti,FFBM102D0W,370
Avanti,FFBM102D2P,370
Avanti,FFBM102D3S,370
Avanti,FFBM45136SS,340
Avanti,FFBM92H0W,374
Avanti,FFBM92H*,374
Avanti,FFBM92H3S,374
Avanti,RA3106WT,320
Avanti,RA31B0W,320
Avanti,RA31B1B,320
Avanti,RA31B3S,320
Avanti,RA45B3S,327
Avanti,RA48H*,328
Avanti,RA7306WT,345
Avanti,RA7326BT,345
Avanti,RM17T0W,194
Avanti,RM17T1B,194
Avanti,RM17T3S,194
Avanti,RM24T1B,200
Avanti,RM27B2P,214
Avanti,RM27B3S,214
Avanti,RM3306W,220
Avanti,RM3316B,220
Avanti,RM4406W,228
Avanti,RM4416B,228
Avanti,RM4436SS,228
Avanti,RM52T1BB,228
Avanti,RMS551SS,338
Avanti,RMX45B0W,265
Avanti,RMX45B3S,265
AVG,ARTM101SE,297
AVG,ARTM101WE,297
AVG,ARTM116SE,310
AVG,ARTM116WE,310
Beko & Blomberg,K60340N,294
Beko & Blomberg,K76540NEBWU,557
Beko,BBBF2410IM,465
Beko,BFBF2413SS,395
Beko,BFBF2413SSIM,475
Beko,BFBF2715GSIM,525
Beko,BFBF2715SS,445
Beko,BFBF2715SSIM,525
Beko,BFBF3018SS,444
Beko,BFBF3018SSIM,528
Beko,BFBF3018SSIML,528
Beko,BFBF3018SSL,444
Beko,BFFD3620SS,566
Beko,BFFD3622SS,566
Beko,BFFD3624SS,566
Beko,BFFD3626SS,565
Beko,BFTF2715SSIM,400
Beko,BRFD2030SS,566
Bertazzoni,REF24BMX,401
Bertazzoni,"REF31BMXR,REF31BMXL",449
Bertazzoni,REF36X/17,623
BLACK DECKER,BCRDK32,321
BLACK DECKER,BCRDK56,235
BLACK DECKER,BCRK17B,201
BLACK DECKER,BCRK25B,212
BLACK DECKER,BCRK32B,219
BLACK DECKER,BCRK43B,226
Blomberg,BRFB1042WHN,370
Blomberg,BRFB1051FFBIN,387
Blomberg,BRFB1052FFBIN,465
Blomberg,BRFB1152SSN,378
Blomberg,BRFB1312SS,395
Blomberg,BRFB1322SS,475
Blomberg,BRFB1452SSN,412
Blomberg,BRFB1512SS,445
Blomberg,BRFB1522SS,525
Blomberg,BRFB1812SS,444
Blomberg,BRFB1812SSLN,444
Blomberg,BRFB1812SSN,444
Blomberg,BRFB1822SSLN,528
Blomberg,BRFB1822SSN,528
Blomberg,BRFD2034SS,565
Blomberg,BRFD2230SS,566
Blomberg,BRFD2234SS,565
Blomberg,BRFD2650SSN,680
Blomberg,BRFD2652SS,680
Blomberg,BRFT1522SS,400
Blomberg,G91631NELU,583
Blomberg,K76540NEBU,473
BlueStar,FBFD360,566
Bosch,B09IB80NSP,394
Bosch,B09IB81NSP,394
Bosch,B10CB80NVB,345
Bosch,B10CB80NVS,345
Bosch,B10CB80NVW/01,345
Bosch,B11CB50SSS/01,357
Bosch,B11CB81SSS/01,482
Bosch,B20CS30SNS,593
Bosch,B21CL81SNS,623
Bosch,B21CT80***,623
Bosch,B30BB830SS,546
Bosch,B30IB800SP,546
Bosch,B30IB900SP,498
Bosch,B30IR800SP,310
Bosch,B30IR900SP,289
Bosch,B36BT830NS,590
Bosch,B36BT930NS,585
Bosch,B36CL80SN*,568
Bosch,B36CT80SN*,570
Bosch,B36CT81SN*,570
Bosch,B36IT800NP,590
Bosch,B36IT900NP,585
Bourdeau Professional Kitchen,FB3601U,481
Brigade,CFBI7360****,595
Brigade,CMVBI7360****,595
Brigade,CVBI7360****,595
Capital,REF33BL,220
Capital,REF33BR,220
Char-Broil,A107-7000-9000,198
Chefstyle,363238,212
CLASSIC,3760-912,296
CLASSIC,3760-913,311
COCA COLA,CRF170COKE,176
COCA COLA,CRF26COKE,209
Commercial Cool,CCRK17B,201
Commercial Cool,CCRK25B,212
Commercial Cool,CCRK32B,219
Commercial Cool,CCRK43B,226
Commercial Cool,WCRD31B,321
Conserv,MDRF375WED,350
Crosley,CDT2181H*,393
Crosley,CFD28SDQ*,642
Crosley,CRHH10RB,297
Crosley,CRHH10RS,297
Crosley,CRHH10RW,297
Crosley,CRHH12RB,310
Crosley,CRHH12RS,310
Crosley,CRHH12RW,310
Crosley,CRMH10PD,296
Crosley,CRMH10PW,296
Crosley,CRMH12PD,311
Crosley,CRMH12PS,311
Crosley,CRMH12PW,311
Crosley,CRMH184PB,362
Crosley,CRMH184PS,362
Crosley,CRMH184PW,362
Crosley,CRT10PHS2,296
Crosley,CRT10PHW2,296
Crosley,CRT12PHS2,311
Crosley,CRT12PHW2,311
Crosley,CRT151HQ*,336
Crosley,CRT151HQ*,420
Crosley,CRT182HQ*,363
Crosley,CRT182HQ*,447
Crosley,CRT186HQ*,363
Crosley,CRT186HQ*,447
Crosley,CRT206HQ*,386
Crosley,CRT206HQ*,470
Crosley,CRTEH182T*,363
Crosley,CRTEH182T*,447
Crosley,XIE18GTH****,442
Crosley,XNE25JGK****,609
Crosley,XNE25JSK****,609
Crosley,XTH18GTH****,358
Crosley,XTH18GTH****,442
Cuisinart,043-1893-6,220
Cuisinart,043-1894-4,226
Dacor,DRF36750***,549
Dacor,DRF36C100**,554
Dacor,DRF42750***,629
Dacor,DRR24980***,260
Dacor,DRR30980***,280
Dacor,DRR30990***,280
Dacor,DRR36980***,290
Dacor,DRZ24980***,500
Dacor,DTF24BFP,465
Dacor,DTF36FCS,551
Dacor,RF36NDFSS*,563
Daewoo,FR-016RBE,207
Daewoo,FR-016RWE,207
Daewoo,FR-024RV*E,213
Daewoo,FR-028RCN*,217
Daewoo,FR-033RVBE,220
Daewoo,FR-033RVWE,220
Daewoo,FR-044RCN *,228
Daewoo,FR-044RVBE,226
Daewoo,FR-044RVSE,226
Daewoo,FR-044RVWE,226
Daewoo,FR-1020ARS,296
Daewoo,FR-1020ARW,296
Daewoo,FRK-Q12NAS,179
Daewoo,ROO23ER***,252
Daewoo,ROO23ERBCE,252
Daewoo,ROO23ERSLE,252
Danby One Plug,2.6SM4*,228
Danby One Plug,3.1SM6*,199
Danby One Plug,3.1SM6R,320
Danby One Plug,3.2SM4*,258
Danby One Plug,3.3SM4*,259
Danby or Danby Designer,DAR016A1*,245
Danby or Danby Designer,DAR017A2*,221
Danby or Danby Designer,DAR017A3*,221
Danby or Danby Designer,DAR023C1*,252
Danby or Danby Designer,DAR023C2*,252
Danby or Danby Designer,DAR026A1*,253
Danby or Danby Designer,DAR026A2*,253
Danby or Danby Designer,DAR033A1*,259
Danby or Danby Designer,DAR033A6*,259
Danby or Danby Designer,DAR044A4*,268
Danby or Danby Designer,DAR044A5*,268
Danby or Danby Designer,DAR044A6*,268
Danby or Danby Designer,DAR044A8*,268
Danby or Danby Designer,DAR044CA6*,268
Danby or Danby Designer,DAR044CA7*,268
Danby or Danby Designer,DAR055D1BSSPR,278
Danby or Danby Designer,DAR055D1BSSPRO,278
Danby or Danby Designer,DAR110A1*,249
Danby or Danby Designer,DAR110A2*,249
Danby or Danby Designer,DCR016A3*,207
Danby or Danby Designer,DCR016C1*,207
Danby or Danby Designer,DCR016C1B-COR1,207
Danby or Danby Designer,DCR016C1BDB,207
Danby or Danby Designer,DCR031B1*,319
Danby or Danby Designer,DCR031B1BSLDD,320
Danby or Danby Designer,DCR031B1WDD,320
Danby or Danby Designer,DCR032A2*,218
Danby or Danby Designer,DCR032C1*,218
Danby or Danby Designer,DCR032C1BDB,218
Danby or Danby Designer,DCR032C1BSLDD,218
Danby or Danby Designer,DCR032C1BSLDD-3,218
Danby or Danby Designer,DCR032C1WDB,218
Danby or Danby Designer,DCR032C3*,320
Danby or Danby Designer,DCR032C4*,218
Danby or Danby Designer,DCR044A2*,226
Danby or Danby Designer,DCR044A4*,226
Danby or Danby Designer,DCR045B1BSLDB-3,265
Danby or Danby Designer,DCR047A1*,331
Danby or Danby Designer,DFF048A4WDB,346
Danby or Danby Designer,DFF092C1BSLDB,374
Danby or Danby Designer,DFF092C1WDB,374
Danby or Danby Designer,DFF100C2BSLDD,297
Danby or Danby Designer,DFF100C2BSSDD,297
Danby or Danby Designer,DFF100C2WDD,297
Danby or Danby Designer,DFF101B1*,297
Danby or Danby Designer,DFF101B1BSSDD,297
Danby or Danby Designer,DFF103A4BDB,297
Danby or Danby Designer,DFF103A4BDBL,297
Danby or Danby Designer,DFF103A4WDB,297
Danby or Danby Designer,DFF103A4WDBL,297
Danby or Danby Designer,DFF123C2BSSDD,317
Danby or Danby Designer,DFF123C2WDD,317
Danby or Danby Designer,DFF180E1*,362
Danby or Danby Designer,DPF073C1*,343
Danby or Danby Designer,DPF073C2*,343
Danby or Danby Designer,DPF073C2BDB,343
Danby or Danby Designer,DPF073C2BSLDB,343
Danby or Danby Designer,DPF073C2WDB,343
Dayton,33NR72,213
Dayton,33NR73,213
Dayton,33NR74,213
Dayton,33NR77,270
Dayton,33NR78,226
Dayton,33NR79,226
Dayton,33NR80,226
DCS,RF24BT*1,267
DCS,RF24DE3,202
DCS,RF24LE3,186
DCS,RF24RE3,186
DCS,RF24T*1,267
DCS,RS36(X),561
Diplomat,PAR023C2*,247
Diplomat,PAR023C2*,252
Diplomat,PAR023C2BM,252
EcoMax,EF32199-B,199
EcoMax,EF-33199-B,199
Edgestar,CRF321SS,270
Electrolux,E24RD50Q**,236
Electrolux,EI11BF25QS,401
Electrolux,EI12BF25US,401
Electrolux,EI23BC30K**A,588
Electrolux,EI23BC32S*,589
Electrolux,EI23BC35K**A,662
Electrolux,EI23BC37S*,659
Electrolux,EI23BC60K**A,588
Electrolux,EI23BC65K**A,662
Electrolux,EI24BC10Q**,278
Electrolux,EI24BL10Q**,278
Electrolux,EI24RD10Q**,236
Electrolux,EI26SS30J**A,647
Electrolux,ERD05W3MMS,207
Electrolux,ERD07W3MMS,213
Electrolux,ERD09W3MMS,220
Electrolux,FFTR1821T*,404
Electrolux,FGHG2368T*,589
Electrolux,FRD04W3MMG,226
Electrolux,FRD04W3MMS,226
Electrolux,FRD04W3MMW,226
Electrolux,LFTR1832T*,404
ELLIPSE,ERBM010W,370
ELLIPSE,ERBM104S,379
ELLIPSE,ERBM104W,379
ELLIPSE,ERT085W,235
ELLIPSE,ERTM101SE,297
ELLIPSE,ERTM101WE,297
ELLIPSE,ERTM116SE,310
ELLIPSE,ERTM116WE,310
ELLIPSE,ERTM180WE,362
Emerald Chef,RF 2105B,396
Emerald Chef,RF 2105SS,396
Emerald Chef,RF 2105W,396
Emerald Chef,RF1003ESW,296
Emerald Chef,RF1004ESBB,296
Emerald Chef,RF1004ESSS,296
Emerald Chef,RF1802B,362
Emerald Chef,RF1802SS,362
Emerald Chef,RF1802W,362
Emerald Chef,RF-31ESSS,219
Emerald Chef,RF-31ESW,219
Emerald Chef,RF-45ESB,228
Emerald Chef,RF-45ESW,228
